comment,rank
1.3양실화..? 진심 혜자..,"
맛
★
5
양
★
5
배달
★
5
"
배달 빠르고 맛있어서 항상 만족스럽게 먹고있습니다.,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다!!!!,"
맛
★
5
양
★
5
배달
★
5
"
"늘 믿고 먹습니다 사장님!
오늘도 잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
항상시키는 단골집~~!,"
맛
★
5
양
★
5
배달
★
5
"
맛좋네요  굿입니다,"
맛
★
5
양
★
5
배달
★
5
"
에에에에에에테ㅔ에에에에ㅔ엥,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어서 닭강정은 항상 여기서 주문해요. 근데 이번에는 치킨무/음료 없이 딱 닭강정만 왔어요 ㅠㅠ 많이 바쁘셨나봐요. 무 없이 치킨 먹으면 ㅠㅠ 너무 아쉬워서... 다음에는 꼭 잘 챙겨주셔요 사장님 :) 맛난 음식 항상 감사합니다~^^,"
맛
★
5
양
★
5
배달
★
5
"
"배달 빠르게 왔고, 맛있게 먹었습니다~","
맛
★
5
양
★
5
배달
★
5
"
"매번 여기서만 배달해서 먹어요 ㅋ
맛있고 양도 적당하고~~~^^","
맛
★
4
양
★
4
배달
★
4
"
넘 맛있게 잘먹었습니다!!,"
맛
★
5
양
★
5
배달
★
5
"
"역대급이였어요
주문 시간대가 몰릴 시간은 아니긴 했지만 결제완료 카톡확인하고 딱 10분만에 도착했다고 놓고 가신다고 문자주시더라구요
도착 전에 미리 문자 보낸건가.. 하면서 바로 내려갔는데 이미 놓고 가셨더라구요
온기가 하나도 식지 않아서 앞에서 사먹을 때처럼 진짜 맛있게 먹었습니다!!","
맛
★
5
양
★
5
배달
★
5
"
"어제도 시켜먹고 오늘 또 시켜먹습니다 하...중독된다
근데 오늘 아쉬운건 양이 적은 느낌과 껍질 튀김이 조금많이온 느낌이 드네요..그래도 여기는 맛있어서 좋아요!!!!!!!
항상 맛있게 먹습니다!!","
맛
★
5
양
★
3
배달
★
5
"
"새벽에 야식으로 시켜먹었는데
생각보다 배달도 빠르시고
양도 많고 맛도 좋았어요
같이 먹은 가족들 모두 만족했어요 ㅎㅎ","
맛
★
5
양
★
5
배달
★
5
"
옛날 치킨 맛 나서 너무 맛있어요 ㅠㅡㅠ,"
맛
★
5
양
★
5
배달
★
5
"
언제나 가성비 갑에 맛도 좋은 집,"
맛
★
5
양
★
5
배달
★
5
"
"맛있어서 하루에 두번시켜먹고, 오늘 또 재주문했습니다
근데 오늘은 다시 튀기신것처럼 눅눅하네요..ㅠ","
맛
★
3
양
★
4
배달
★
4
"
잘먹었습니다 양이 생각보다 많았어요,"
맛
★
3
양
★
4
배달
★
5
"
"맛있어서 연이틀 시켜 먹었네요
후라이드 짱짱 맛있어요~","
맛
★
5
양
★
5
배달
★
4
"
항상 맛잇음. ㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
에에에ㅔ에에에에에ㅔㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
에에에에ㅔ에에에에ㅔ엥ㅇ,"
맛
★
5
양
★
5
배달
★
5
"
"제 입맛 저격!! 맛있어요
치즈도 따로 포장되어 오니 여러번 나눠 먹을수 있어서 좋아요
앞으로 자주 시켜먹을 것 같아요","
맛
★
5
양
★
5
배달
★
5
"
존맛!!!!!!!!!!!!!!!,"
맛
★
5
양
★
5
배달
★
5
"
사장님 감사합니다 잘 먹겠습니다,"
맛
★
5
양
★
5
배달
★
0
"
서비스 감사합니다!! 잘 먹었습니다!!,"
맛
★
5
양
★
5
배달
★
5
"
처음 시켜봤는데 양이 정말 많네요~!!,"
맛
★
4
양
★
5
배달
★
5
"
항상맛있게 해주셔서 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
닭똥집이랑 강정이랑 같이 먹을 수 있어서 좋아요. 바삭하고 고소하고. 이건 식기전에 먹어야 맛있더라구요. 닭강정은 소스가 조금 달라졌나요? 그 전이 좀 더 나았던것 같아요,"
맛
★
5
양
★
5
배달
★
5
"
에에에에에ㅔ에에에에에에ㅔㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
맛나게 잘먹었습니다~!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있습니다 굿굿 적극추천,"
맛
★
5
양
★
4
배달
★
4
"
"배달도 진짜 빨리왔고, 너무 맛있어요 동생이랑 둘이서 먹는데 양도 진짜 많더라구요 마지막 주문이라고 덤으로 더 주셨다는데 잘먹는거 어떻게 알고 이렇게나 많이ㅋㅋㅋㅋ감사합니다 너무 잘먹었어요ㅎㅎ","
맛
★
5
양
★
5
배달
★
5
"
배달 진짜 빨리 왔어요 양도많고 맛도 맛잇습니다~~,"
맛
★
5
양
★
5
배달
★
5
"
"우리집 애들은 여기 닭강정만 먹어요
먹어도 안질리고 맛나데요 ㅋㅋ","
맛
★
4
양
★
4
배달
★
4
"
팀은 져서 슬펐지만 혀는 행복했습니다,"
맛
★
5
양
★
5
배달
★
5
"
넘 맛있고 양 많아요 ~~,"
맛
★
5
양
★
5
배달
★
5
"
배달도 진짜 빨리오고 맛있었어요^^,"
맛
★
5
양
★
5
배달
★
5
"
양이 많아요 ㅎㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
짱짱짱 맛도 최고 배달도 빠르고 위생도 짱인듯,"
맛
★
5
양
★
5
배달
★
5
"
항상 시켜먹을 때마다 감탄사가 나옴 너무 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
"오랜만에 시켰는데
배달 빨랐어요
바삭하고 맛있었어요
근데 꼬치는 좀 넉넉히 보내주셔야될것같네여 2개만 주셔서;;;","
맛
★
5
양
★
5
배달
★
5
"
혼자 먹기 좋고 맵기도 적당하네요,"
맛
★
5
양
★
5
배달
★
5
"
배달이 진짜 빨라서 따뜻하다못해 뜨거울때 맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
배달도 늦지않게오고 맛도 괜찮았습니다.,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요 다음에도 쪼 시켜먹을꺼에요,"
맛
★
5
양
★
5
배달
★
5
"
양도 딱좋고 맛도 최고입니닷! 다음에도 또 시켜먹겠습니당~~❤️❤️,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
3
배달
★
5
"
빠르게 배달왔고 맛있게 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다 고맙습니다,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요 또 시킬게요~,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
급하게 먹느라 사진도 못찍고 먹었네요.,"
맛
★
5
양
★
5
배달
★
5
"
싸고 맛있습니다 양도 무지 많음,"
맛
★
5
양
★
5
배달
★
5
"
누구나 다 아는 닭강정 맛이에요,"
맛
★
5
양
★
5
배달
★
5
"
꿀맛이였습니다...,"
맛
★
5
양
★
5
배달
★
5
"
양도 맛고 식어도 맛있었어요~~가격대비 좋네요ㅎㅎ떡도 많아서 좋았어요ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
"예정 시간보다 빨리 도착했어요
매운맛이 엄청 매운맛이 아니네요
다음엔 청양고추라도...ㅎㅎ
맛있게 잘먹었습니다!!👍🏻👍🏻👍🏻","
맛
★
5
양
★
5
배달
★
5
"
맛납니다. 매운맛이  확  매운맛이  아니고  매콤한 맛정도입니다  ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
완전 맛있어요 리뷰보고 시켯었는데 앞으로 자주 이용할 예정이에요~,"
맛
★
5
양
★
5
배달
★
5
"
"배달도 빨랐고 맛도있어요!!!!!!
눈꽃치즈 (소)추가했는데 치킨이 아니고 치즈였어요!!! 
맛있었어요 ㅎㅎ 다 뿌려먹었습니다~!
재주문할겁니다!","
맛
★
5
양
★
5
배달
★
5
"
맛있어요 양도많고 담에 또 시켜먹을게여~,"
맛
★
5
양
★
5
배달
★
5
"
치킨 시키려다 리뷰가 너무 좋아서 고민 끝에 주문했는데 후회 없습니다 강추드려요,"
맛
★
5
양
★
5
배달
★
5
"
양많고 맛나요~~!,"
맛
★
5
양
★
5
배달
★
5
"
항상 맛있게 잘 먹었습니다 다음에도 맛있게 부탁드립니다,"
맛
★
5
양
★
5
배달
★
5
"
"주문하지 15분만에 오셔서 놀랬어요
늘 맛있게 잘먹고있습니다~","
맛
★
5
양
★
5
배달
★
5
"
ㅠㅠ 떡 빼고 달라고 했는데..,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
에에에ㅔㅇ에에에에에ㅔ에에엥,"
맛
★
5
양
★
5
배달
★
5
"
"요기요 아이디도 없을때 맨날 전화주문 하다가 귀찮아서
아이디 만들고 정액권도 끊고 .. 2월 3월 1주일마다 3번씩 먹다가 .. 야식끊어야지 해서 한달에 한번시키다가 .. 오랜만에 다시 시켜봐요 ㅋㅋ̆̈ㅋ̆̎ㅋ꙼̈ㅋ̌̈ㅋ̐̈ 치즈머스타드도 새로 생겻네여 맛잇게 잘 먹엇습니다","
맛
★
5
양
★
5
배달
★
5
"
"아이고 실수로 데야끼맛을시켜버렷네요 양염싴켜야되눈데,,","
맛
★
5
양
★
5
배달
★
5
"
항상 먹지만 너무맛잇어요 ㅠㅠ 서비스로주신 치즈 머스타드도 잘먹엇습니다!!,"
맛
★
5
양
★
5
배달
★
5
"
"여기는 진짜 너무 맛있어요ㅠㅠㅠ
오랜만에 후라이드먹고싶어서 소스시키는데 겨자도 그렇구 치즈머스타소스 고소해서 맛있네요ㅎㅎㅎ","
맛
★
5
양
★
5
배달
★
5
"
"양도 많고 항상 맛있게 잘 먹고 있습니다!
서비스로 주신 소스도 잘 먹었어요!","
맛
★
5
양
★
5
배달
★
5
"
5ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,"
맛
★
5
양
★
5
배달
★
5
"
맛있었습니다 ~!!!!!!,"
맛
★
5
양
★
4
배달
★
4
"
배달도 빠르고 맛있었습니다 . 아쉬운점이라면 닭똥집튀김 단일메뉴가 없다는점입니다 ㅠㅠㅠㅠㅠ 똥집튀김 맛있게 먹었는데 개별메뉴로 판매하시면 좋을거같아요,"
맛
★
5
양
★
5
배달
★
5
"
ㅅㅌㅊ굿 ㅅㅌㅊ 서러어,"
맛
★
5
양
★
5
배달
★
5
"
"양많고 맛도 괜찮아요 ㅎㅎ
근데 닭 비린내가 조금나서
빨리질려요.. ㅠㅠ","
맛
★
4
양
★
5
배달
★
4
"
사진은 못찍었으나 비오는날에도 배달30분만에오시고 사장님 손글씨 해석하는재미도 쏠쏠해요 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
주문하고  정말 빨리 배달이왔어요 맛도 맛있고 양도 푸짐하고 만족해요 아쉬운건 데리야끼맛이 좀 짠편이에요 또 시킬게요,"
맛
★
4
양
★
5
배달
★
5
"
"밧 양 배달 모두 5점 감자튀김 서비스까지 완벽 

2%아쉬운게 있다면 소스를 부었을 때에 아래 소스가 모여서 소스범벅이 된 부분은 소스의 맛이 너무 강렬해 약간 매워서 치킨의맛보다 소스의맛이 더 강하게 난다는 점,, 이 부분만 어떻게 보완된다면 이 구로구에서 치킨집 넘버원은 브랜드 제치고 여기일 것 같습니다","
맛
★
5
양
★
5
배달
★
5
"
맛도 맛있는데 양이 많아서 좋았어요,"
맛
★
5
양
★
5
배달
★
5
"
"너무 맛있엇어요^^ 
후기처럼 맛이 너므 좋앗어용
야근하면서 먹는데 ^_^ 기운이 나서 한시간 더 열심히 했습니다.!!","
맛
★
4
양
★
4
배달
★
4
"
항상 맛있네요 !!!ㅋㅋㅋㅋ,"
맛
★
5
양
★
5
배달
★
5
"
맛도 좋고 양도 푸짐해요. 가마로강정시키려다 여기시켰는데 거기보다 더 맛있는것같아요.,"
맛
★
5
양
★
5
배달
★
5
"
존맛탱 양도많고 배달빠름 bbb,"
맛
★
5
양
★
5
배달
★
5
"
늘 맛있어요!  잘 먹었습니다~!,"
맛
★
5
양
★
5
배달
★
5
"
잘 먹었습니다 ^^,"
맛
★
5
양
★
5
배달
★
5
"
"맛나게 잘먹었습니다~~!

양도많고 맛있어요","
맛
★
5
양
★
5
배달
★
5
"
잘먹었어요!야식으로 먹기에도 너무 잘먹은거같아요!다음에 야근하게되면 또시켜먹을께요!,"
맛
★
5
양
★
5
배달
★
5
"
진짜 닭강정 맛있어요 앙도괜찮고 코로나때문에 힘드실텐데 힘내세요.,"
맛
★
5
양
★
5
배달
★
5
"
또 시켜먹을거다 ㅇ닭강정 너무 맛있었다,"
맛
★
5
양
★
5
배달
★
5
"
지난번에 8월30일날 세벽1시32분에 취소건 다시 확인부탁드립니다 환불처리가 아직 안됐습니다 오늘 배달해주신 닭강정은 맛있습니다 감사합니다 수고하세요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니당,"
맛
★
5
양
★
5
배달
★
5
"
"리뷰가 괜찮은 편이라 주문했는데 많이 실망스럽네요.
배달 예정시간이 20분이지나서 전화했더니 원래 1시간 반 걸리는건데 잘못하고 50분을 누르셨다니... 그냥 주문누락되었다고 솔직히 말씀이라도 해주시지 그러셨어요.. 원래 1시간 30분걸리는거면 주문취소했죠.
후라이드 새로 튀겨서 보내준다해서 뭔소리인가 했는데
1시간 30분 꼬박 채워서 도착했는데 정말 후라이드만 새로 튀기셨네요. 양념닭강정과 감튀 치즈스틱은 이미 식어서 굳어있구요. 양념에는 절반가량이 떡으로 채워져있고 사진아래에도 떡이 그득 들어가있네요. 후회스럽고 실망스럽습니다.","
맛
★
3
양
★
3
배달
★
1
"
후라이드 자체 간이 잘 되어있어서 소금이나 양념 없이 먹어도 맛있어요!,"
맛
★
5
양
★
5
배달
★
5
"
잘 먹었습니다 ^^,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
중짜리 시켰는데 2명이서 먹을정도로 양도 많고 맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
"눈꽃치즈 시켰는데 치즈를 따로 주시더라구요! 근데 닭강정이 거의 식은 상태라 치즈를 올려도 녹지 않았고 전자레인지를 사용할 수 없었던 상황이라 어쩔수 없이 그냥 먹었어요!
근데 맛은 맛있었습니다~!","
맛
★
4
양
★
4
배달
★
4
"
"항상 맛있습니다 배달도 엄청빨리오고 양도많고 맛있습니다아아아아
최고입니다아아아아아아아아아","
맛
★
5
양
★
5
배달
★
5
"
배달비가 넘 비싼 것 빼곤 좋았어요 양념 소스 좀 모자라니까 추가해서 드세욤,"
맛
★
4
양
★
4
배달
★
3
"
맛있습니다아아아아아아아아아아 양도많고 좋아요오오,"
맛
★
5
양
★
5
배달
★
5
"
"이번엔 완전실망이예요
양도너무작게 양념만많고 그래도 나름완전단골인데ㅜㅜ실망했어요","
맛
★
3
양
★
2
배달
★
3
"
맛나요~ 배달도 무지 빨라요~ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
첨 먹어보는데 맛있어요!!,"
맛
★
5
양
★
5
배달
★
5
"
솔직히 엄청자주시켜먹습니다. 진짜 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
역시 엄지척~~ 두번시켜드세요 존맛탱구리리리 양보소,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
4
양
★
4
배달
★
4
"
칼배달 명불허전,"
맛
★
5
양
★
5
배달
★
5
"
괜찮네요......,"
맛
★
5
양
★
5
배달
★
5
"
한번 먹으면 자꾸 생각나는 맛입니다! 요청사항도 잘 확인해주시고 배달도 빨라서 맛있게 잘 먹었습니다~,"
맛
★
5
양
★
5
배달
★
5
"
"항상 잘 먹고 있습니다! 친구들 집 놀러 올 때마다 제가 원래 직접 가지러 갔었는데, 요즘은 배달로 시켜먹네요. 오늘도 원래 가지러 가려고 했는데 퇴근 하고 너무 습하고 더워서 ㅋㅋㅋ 샤워하고 나오니 딱 오시더라구요. 너무 맛있게 잘 먹고 있던 중에 리뷰 까먹을까봐 리뷰부터 남깁니다. 번창하세요^^","
맛
★
5
양
★
5
배달
★
5
"
콜라가 안와서 다시 가져다주셨어요  감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
ㅅ ㅅ 숫 슛 슛,"
맛
★
5
양
★
5
배달
★
5
"
맛있게먹었어요 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
"간만에 시켰는데 예전보다 매운맛이 더 맛있게 매워졌네요
양도 많고 잘먹었습니다-~","
맛
★
5
양
★
5
배달
★
5
"
똥집튀김이랑 너무 잘 먹었어요 ㅋㅋ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었습니다 ^^ 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
그냥 먹을만한 수준. 잘 먹었습니다.,"
맛
★
3
양
★
4
배달
★
3
"
맛있어요 저번엔 매운맛이 별로 안 매웠는데 이번엔 확실히 매웠어요,"
맛
★
5
양
★
5
배달
★
5
"
메뉴가 소자가 중자로 바뀌었네요? 잘먹었습니다,"
맛
★
4
양
★
4
배달
★
4
"
처음 시켜봤는데 맛있게 잘먹었슴니다,"
맛
★
5
양
★
5
배달
★
5
"
"맛있어용
매운거 잘 못먹는데 매운맛이 많이 안맵네용???
반반있어서 좋아요
이벤트로 주신 감자튀김 아가가 엄청 잘먹었어여ㅎㅎ","
맛
★
5
양
★
5
배달
★
5
"
꼬맹이 닭강정이 사라지고 소짜가 중짜로 이름이 바뀌었네요ㅎㅎㅜ 메뉴가 달라져서 당황했지만 여전히 맛있네요~,"
맛
★
5
양
★
5
배달
★
5
"
매우 잘 먹었습니다. 너무  맛있었어요 ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
양도많고 배달도 빨라요,"
맛
★
5
양
★
5
배달
★
5
"
맛은 보통의 닭강정과 비슷합니다~ 다만 양이 좀 적은거 같아요~~,"
맛
★
5
양
★
4
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
밤에 시켜먹을 거 없나 찾다가 처음 주문해봤는데 생각보다 양도 많고 맛있네요,"
맛
★
4
양
★
4
배달
★
4
"
"역시 맛있네요
강정은소풍이 최고인것같아요
맛있는 음식 감사히 잘먹었습니다","
맛
★
4
양
★
4
배달
★
4
"
언제 먹어도 맛나요,"
맛
★
5
양
★
5
배달
★
5
"
양도 많고 떡도 많아용 맛있어요오오오오,"
맛
★
5
양
★
5
배달
★
5
"
엄지척이야뭐 두말 필요없는거 아시죠?,"
맛
★
5
양
★
5
배달
★
5
"
"관찮았어요 쏘쏘?,,,,,,,","
맛
★
3
양
★
5
배달
★
5
"
간만에 시켜먹었는데 여전히 양도 많고 맛있어요ㅠㅠㅠㅠ또 주문할 거예요. 이 리뷰 쓰고 바로...(^^)9,"
맛
★
5
양
★
5
배달
★
5
"
"맛잇고 배달도빨라요 다만 조금아쉬워요 어렷을때먹던 꾸들꾸들한? .. 좀식어서 겉은 바삭 딱딱한듯 안은촉촉한 닭강정원햇는데
따뜻한 양념순살같아서 아쉬웟어요 
맛은있어용~^^","
맛
★
5
양
★
5
배달
★
5
"
"맛잇고 배달도빨라요 다만 조금아쉬워요 어렷을때먹던 꾸들꾸들한? .. 좀식어서 겉은 바삭 딱딱한듯 안은촉촉한 닭강정원햇는데
따뜻한 양념순살같아서 아쉬웟어요 
맛은있어용~^^","
맛
★
5
양
★
5
배달
★
5
"
"오늘도 반반먹었어요
근댑오늘따라 떡이좀많았어요ㅜㅜ
저번보다 양이ㅜㅜ
글애도 맛있었어요~
먹은지 얼마안됬는데 또자꾸먹네요
진짜맛있어요~
맛있는 음식 감사히 잘먹었습니다","
맛
★
5
양
★
4
배달
★
4
"
단한번도 실망이 없는 엄지척닭강정 엄지척입니다!,"
맛
★
5
양
★
5
배달
★
5
"
오늘따라 닭이 좀 덜튀겨진것 같아서 전에 시켜먹던거랑 맛이 틀렸어요.,"
맛
★
4
양
★
5
배달
★
5
"
"분명 집앞에 두고 연락달라고 했는데 그냥 두고 갔어요 전 한시간을 기다렸어요 뭔가 이상했어요 그래서 문을 열어보니 차갑게 식은 제 닭강정이 있었어요
콜라는 닭강정때문에 따뜻해졌어요
닭과 사장님은 죄가 없으니 그냥 넘어갑니다
하지만 배달하시는 분한테 꼭 말좀 해주세요","
맛
★
5
양
★
5
배달
★
5
"
가볍게 야식먹고 싶을때 시켜먹어요~,"
맛
★
5
양
★
5
배달
★
5
"
처음시켜먹어요~ 생각보다 양이 많네요^^ 떡 좋아하는데 떡 많이넣어주셔서 정말좋았어요❣ 배달도빠르고 맛있어요 번창하세요👍,"
맛
★
5
양
★
5
배달
★
5
"
오랫만에 주문했은데 여전히 맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 언제먹어도 맛나네욤,"
맛
★
5
양
★
5
배달
★
5
"
"음 솔직히 튀김하고 살이 많이 따로 노네요 
리뷰음식은 잘 먹었습니다","
맛
★
4
양
★
4
배달
★
5
"
배달 빠르고 맛있고 서비스도 자주 주시고 너무 좋아요~,"
맛
★
5
양
★
5
배달
★
5
"
"이번엔 처음으로 후라이드로 반반먹었어요
근대 진짜맛있네요
매번  양념강정만 먹다 혹시 싶어서 먹었는데
후라이드가 더맛있는듯ㅎㅎㅎ
역시 기대를 저버리지않는군요
맛있는음식 감사히 잘먹었습니다","
맛
★
5
양
★
4
배달
★
4
"
항상 맛있게 잘먹었어요~~,"
맛
★
5
양
★
5
배달
★
5
"
생각했던 맛이예요~ 예상시간안에 배달오고 좋네욤ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
늘 최고입니다!!! 잘먹겠습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛나네오ㅋㅋㅋㅈㄱㅈㅋ,"
맛
★
4
양
★
5
배달
★
5
"
"배달 엉망이네요 저번에도 그러더니 
도착하면 연락을 해주셔야지 온지 20분이 넘어서 식어서 맛도 없네요..배달업체 시켰다고 본인들은 모른다고 우기고 전화도 배려도 없고 말도 안끝났는데 끊어버리고 ㅉ 관리좀해주세요","
맛
★
3
양
★
3
배달
★
1
"
JMTJMTJMTJMT,"
맛
★
5
양
★
5
배달
★
5
"
맛나게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"매번먹지만 강정은정말 쵝오예요
다른곳을 시켜먹을수가없네요~
이번에도 맛있게 잘먹었습니다 
늘 지금처럼만 변함없길^^
맛있는음식 감사히 잘먹었습니다","
맛
★
5
양
★
5
배달
★
4
"
닭똥집튀김이랑 같이 먹을 수있어서 너무좋아요,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
야식 땡길때 자주 먹어요~,"
맛
★
5
양
★
5
배달
★
5
"
다이어트하려고 맘먹었는데 자꾸 생각이나서 미치겠어요😭,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
예전에 먹을땐 맛있었는데 이번엔 닭냄새가 조금 나서 아쉬웠어요.,"
맛
★
4
양
★
5
배달
★
5
"
배달 빠르고 맛있게 잘 먹었어요 양도 많아요,"
맛
★
5
양
★
5
배달
★
5
"
"새벽에 배고파서 시켜먹었어요 
오랜만에 시켰더니 더 맛있어진것 같네요ㅎㅎ
콜라 서비스 감사합니다","
맛
★
5
양
★
5
배달
★
5
"
"첨 시켜먹어봤는데 양은 많았어요

맵찔이라 순한맛도 좀 매웠네요

서비스 감사했습니다!","
맛
★
5
양
★
5
배달
★
5
"
재주문 합니당~~  넘넘 마싯어용~~ 많이 파세용!!,"
맛
★
5
양
★
5
배달
★
5
"
감사히 먹었습니다!,"
맛
★
5
양
★
5
배달
★
5
"
"최애 맛집
꼬맹이닭강정 가격이 천원 올랐지만 가격이 올라도 만족!!!
너무 맛있게 잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
배달 빠르고 맛도 정말 좋네요.. 치즈스틱 서비스 감사드려요~~,"
맛
★
5
양
★
5
배달
★
5
"
너무 배고팠는데 살것같아요,"
맛
★
5
양
★
5
배달
★
5
"
아니.. 이거 너무 맛좋은데요...기사님도 너무친절하시고 바삭바삭하고..진짜 리뷰 안쓰는데 어떻게 만드신거지...너무잘먹을게요,"
맛
★
5
양
★
5
배달
★
5
"
매운거 못먹어서 순한맛시켰는데 중간맛인지 매운맛인지 맵네요ㅠㅠㅠ 그래두 맛있어여ㅠㅠ,"
맛
★
4
양
★
5
배달
★
5
"
양도 많고 맛도 정말 맛있습니다 배달도 늦지않게왔구요 무양이 조금 작은거 말고는 만족합니다 번창하세요~,"
맛
★
5
양
★
5
배달
★
5
"
항상 너무 맛있게 먹어요 감자 서비스 감사드려요 ㅎㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
에에에에에ㅔ에에에에ㅔ엥,"
맛
★
5
양
★
5
배달
★
5
"
빠른 배송과 많은 양 그리고 맛있어요 ㅎㅎ 다음번에도 시켜먹을껍니다,"
맛
★
5
양
★
5
배달
★
5
"
후라이드로 잘못시켰지만 맛나용ㅋㅋ,"
맛
★
5
양
★
5
배달
★
5
"
오늘도 넘 맛났어요~ 감사합니다~,"
맛
★
5
양
★
5
배달
★
5
"
배달빠른건 에브리바디 아실겁니다,"
맛
★
5
양
★
5
배달
★
5
"
배달도빠르고맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
"요청사항 잘 읽고 강조해주셔서 감동이었습니다


새벽에 가족들 다 자고있어서 벨 누르지 말아달라고 요청해도 누르시는분들이 있어서 주문할때마다 고민이었는데 여기는 걱정없이 시켜도 될거 같아 좋네요","
맛
★
5
양
★
5
배달
★
5
"
"마싯어요 
저번주는 세번먹었네요","
맛
★
5
양
★
5
배달
★
5
"
맛나게 잘먹었습니다~~!!!!,"
맛
★
5
양
★
5
배달
★
5
"
"맛있어용 먹다가 깜빡해서 사진늦게찍어서 ㅠㅠ
저기에 양 2.5배??정도 많이와요","
맛
★
5
양
★
5
배달
★
5
"
아 젠장 사진 같이 찍어올렷어야 되는데 존맛탱이라 이미 다 먹고 올리게 되네요.. 양도 많고 항상 맛있게 배달해주셔서 감사합니다. 코로나때문에 힘드실텐데 화이팅하세요^^,"
맛
★
5
양
★
5
배달
★
5
"
에에에에에에ㅔ에에에에엥,"
맛
★
5
양
★
5
배달
★
5
"
맛있어서 감사합니다. 진심이에요.,"
맛
★
5
양
★
5
배달
★
5
"
오랜만에 생각나서 시켰는데 너무 맛있게잘먹었습니다~가성비 갑에 맛도 갑👏,"
맛
★
5
양
★
5
배달
★
5
"
"매번먹지만 정말맛있어요
맛도있구 양도많근여
강정은역시 소풍엄지척이예요
맛있는 음식 감사히잘먹었습니다","
맛
★
5
양
★
5
배달
★
4
"
양도 많고 맛있어요!! 매운맛 시켰는데 생각보다는 안매워요,"
맛
★
4
양
★
5
배달
★
5
"
양도 많고 맛있었어요~~~,"
맛
★
4
양
★
5
배달
★
5
"
늘 감사히 먹고 있습니다 양도푸짐!!!!,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
"가끔 맥주땡길때 시켜먹는데
항상 만족스러워요
양도 많고","
맛
★
5
양
★
5
배달
★
5
"
"맛있네요 파에다가 챱챱 먹으니깐 꿀맛이었습니다.
다음엔 조금 매운맛에도 도전해볼려구요.","
맛
★
5
양
★
5
배달
★
5
"
맛있어요~~~~~~~,"
맛
★
5
양
★
5
배달
★
5
"
