ratings,reviews
2,좀 뻣뻣해서 애가 좋아하질 않네요
2,생각보다 너무 작아서요 나중에 먼지 먹는 식물이나 넣어야겠어요 물건은 흠 없습니다
2,흡착력이 너무 약해요ㅠ 식판은 잘 붙는데 이거는 아기가 자꾸 떼네요
2,재구매 짱구 오빠네 소개로 이용했는데 저번엔 괜찮은 거 같아서 또 샀는데 기름만 엄청 오고 질겨서 다 뱉었네요 좋은 상품 주시지 고객 한 명 잃으셨네요 ㅠ 이제 이용 안 하려고요
2,연휴 때 시켰더니 연휴 때 시켰더니 한 달 넘어서 왔네요 연락도 없고 택배회사도 연락 없고 상품은 좋으나 너무 늦게 와서 별로네요
2,빠른 배송과 친절한 설명
2,안에 패드가 자꾸 빠져서 불편합니다
2,신중하게 선택하세요
2,가격 대비 너무 허접해요 쌓아놓으니 앞으로 기울고 내구성이 점이기에 믿고 구입했는데 생각만큼 튼튼하지는 않네요
2,실망이네요 마무리 처리가 너무 엉성합니다
2,재구매 환불 건 처리해주세요
2,빠른 배송은 마음에 드는데 사진과 다른 증정품을 주셨네요 변경되었으면 미리 고지해주셨으면 합니다
2,바람이 나는지 잘 모르겠네요
2,크기도 생각보다 크고요 심이 있어 쪄서 갈아먹었는데도 안 갈린 건 입안에서 걸리더라고요
2,촉감 너무 꺼끌 하곡 별로예요 시원한지도 잘 모르겠고 반품 귀찮아서 그냥 씁니다
2,고구마가 에이케 말랐나요 전화하려다 바빠깜팍 했는데 서너 번 주문한 적 있는데 이런 적업 엇는데 그리고 사이즈가 이 정도면 중 이 아니라 긴 중 아닌가요
2,바코드가 왜 손상돼서 오는 건지 알려주세요 년 넘게 써오던 제품이라 항상 만족합니다
2,쓸데가 하나 없음 효과 일도 없음
2,작업하기 까다로움 효과도 체감 안됨
2,머릿결은 트리트먼트 오래 한 거 치고는 그냥 그럼 탈색을 하지 않은 밝은 갈색 모인데 파란색이 전혀 안 입혀짐
2,핀 부분만 골드라서 그런지 이쁘긴 한데 알레르기반응이 있네요ㅠㅠ
2,내구성 약함 입는데ㅇㄷㅇㅈㅇㄷㄱㅌㅅ 찢어짐ㄷㅇㄷㅇㄷㄱ딛승ㅌㄱㅈㄷ능ㄷㅇㄷㄴ디ㅣㅡㅡ슴ㄷㅅㄷㅅㅈㅅㅈㅅㅈㅅㅈㅅㅈ
2,재구매 너무 크네요 진짜 생각보다 너무 큼
2,칸막이 규격이나 높이가 딱 맞지 않아서 들고 다니면 물건이 섞임 ㅜ
2,용량이 짜리가 맞는지 좀 의심스러워요 노트 퍼 충전했는데 칸이 사라져버리네요 무선 연결되는데 시간도 좀 걸리고 유선 충전하는 데에도 충전기에서 무슨 소리가 나요 그래도 깔끔하고 사용하는데 별로 지장은 없습니다
2,배송 서비스 매우 안 좋음 일방적인 스케줄 통보 안 되면 배 째라 식
2,생각보다 흡수력이 좋진 않아요
2,한쪽 면이 버거져서 녹이 슬고 끈 적이 임심합니다
2,볼트도 안 맞고 찌그러져서 배달 오고 별로임
2,지속력만 좀 좋으면 너무 좋을까 같아요
2,제가 잘못 미는 건지 때가 잘 안 나오고 그냥 때 국물처럼 나오네요 ㅠㅠ
2,고급 세트 시켰는데 가리비는 하나도 안 들어있었고 너무 실망스러웠습니다 벽상합은 키로 추가했는데 괜히 했네요 문의 글 남겼지만 답이 없어 리뷰로 남겨요
2,침대 밑에 수납하기 좋은 사이즈네요
2,싱크랑 잘 안 맞아서 문이 잘 안 닫혀요
2,양도 적고 신선도도 별로예요ㅠ
2,마스크가 없어서 주문해서 쓰긴 하네요 예전엔 무지 쌌는데
2,목 부러진 게 왔네요 검수 잘 해달라고 부탁드렸는데ㅠ
2,비개 가 너무 많아요
2,택배가 너무 느려요
2,그다지 마음에 들지 않습니다
2,생각보다 색깔이 사진과 달랐습니다 발림성은 나쁘진 않아요 그렇지만 잘 사용해볼게요
2,색상이 조금 아쉬워요 베이지
2,흡착 고무 수량 부족 및 불량
2,에어가 조금씩 빠지는 게 아쉽네요
2,재구매 소갈비탕하고 같이 주문했는데 제육은 녹아와서 실망이네요 맛도 고기도 좀 갈비탕보다는 덜하네요 밥에 비벼 먹기 한 끼로는 이 가격에 괜찮아요
2,무늬가 지워지면서 옷에 이염되네요
2,젓가락좀넣어주시면좋낫을템데
2,빨대 또 그러네요
2,전체 보디가 끈적끈적해서 옷을 안 걸어두면 옷걸이들이 서로 막 달라붙습니다 옷걸이가 너무 뭐랄까 끈적여요ㅎㅎ 예민하신 분들은 참고하세요
2,배송 느립니다 오전시 이전에 주문해야 당일 발송합니다 목요일 오전 시반쯤 주문하니 화요일에 받았습니다 배송 속도 관계없는 분 추천합니다 상품에 문제가 있는 건 아니니까요
2,특상을 주문했는데 중간 사이즈가 많아요 종이컵 안에 쏙 들어가는 사이즈도 많이 들어있어요
2,배송도 한 달 걸린 거 같고 제품도 그다지
2,분무기가 질질 새여ㅜ 원래 그래요
2,제품이 잘못 왔어요 문의까지 하고 주문했는데
2,리뷰가 너무 좋아서 구매했어요 외관 케이스랑은 너무 깔끔하고 있는데 치약이 좀 쓴 편이에요 첫맛부터 끝까지 쓴맛이 너무 써서 저랑 신랑 아이들이랑은 안 맞는 거 같아요ㅜㅜ
2,박스를 열었을 때는 알이 굵고 아기 머리통만 한 고구마라 좋아했어요 구워 먹으려고 자르는 순간 표면이 까맣게 변했고 굽고 나니까 속이 까매진 게 보이네요 단맛도 안 나고 약간 쓴맛 같은 게 나서 속상하네요
2,조개 내용물이 너무 작아요 아쉽습니다
2,배송은 시간 딱 맞춰서 일만에 와주셨네요 사이즈가 약간 작은 부위도 있는데 티어 나오는 부위가 있네요
2,붓기 넘넘 잘빧아요
2,물건을 얼려놓으면 앞으로 다 쏠리고 힘이 하나도 없네요
2,신맛이 나요 무친지 좀 오래된듯해요 산거 후회합니다 다 버려야 할듯해요
2,물 빠짐 물 빠짐 심합니다 실 보푸라기도 심해서 한참 제게 했고 중간중간 올 풀림도 있어요 가격 대비 별로예요
2,필터 마크가 두칸밖에안뜨요정품맞아요
2,상품은 이쁜데 갓이 다 찌그러져서 왔어요 포장을 좀 더 신경 써주세요
2,배송이 너무 느리네요
2,재구매 항상 쓰던 제품입니다
2,가격 대비별로 애요 괜히 샀어요
2,처음 한 봉지 뜯자마자 머리카락 발견
2,전 별로 신혼 때 유리로 된 거 잘 붙는 거 사서 잘 썼거든요 이사 오면서 두고 와서 새로 사야지 하고 봤더니 그런 건 줄 알았더니 붙이니까 다 울어요 완전 얼굴이 꿀렁거려서 멀미나요 ㅜㅜ 대충 쓰다가 다음에 이케아에서 유리로 된 거 살려고요
2,천이 천막 천보다 얇아요 날씨 추워지면 찢어질 것 같아요
2,중간 사이즈가 중간 사이즈가 아니고 정말 소자입니다 대자하고 같이 주문했는데 너무 작아서 서비스인 줄 알았다가 깜짝 놀랐습니다 박카스 뚜껑 크기도 안됩니다
2,아직 며칠 안 써봐서 잘은 모르지만 이틀째부터 트러블이 더 심해진듯해요 일주일 써보고 계속 쓸지 고민해 봐야겠어요
2,관절 베이트인데 관절이 움직이질 않네요 관절 사이랑 베이트 옆구리 등 코팅제가 뭉쳐서 굳어있습니다 그냥 싸니까 고쳐서 써보긴 하겠지만 사업이 번창하시려면 싼 제품이라 해도 좀 더 신경을 쓰셔야 될 거 같네요
2,다 녹아서 왔습니다 색도 갈변되어서 왔고요
2,아직 세제는 써보지 않았어요 섬유 유연제는 저에겐 향이 너무나도 진합니다 원짜리 동전만큼 넣고 사용하고 있습니다
2,솔직히 왜 샀나 싶네요 너무 부드러워 씻기는지 모르겠고 발바닥만 문질러질 뿐 발 옆은 손으로 해야 해서 그냥 예전처럼 발전체를 손으로 하는 것과 같아요 게으름 피우려던 나의 꼼수가 부끄럽네요
2,벌써 번째 구매인데 이번에 받아본 아로니아 색깔이 진하지 않고 덜 갈았는지 돌처럼 씹히는 게 너무 많네요 맛도 쓰고요 판매자에게 문의했더니 사진 찍어서 올려달라고 하는데 기분이 좀 나쁘네요
2,사은품은 없네요
2,베어링 손잡이 부분이 부러진 상태로 배송됐네요
2,지금 받아서 뜯어봤는데 내용물도 흘러있고 스틱이 엄청 빵빵해져있네요 내 영물이 변질된 건 아닌지 걱정입니다
2,몇 번 쓰고 생각보다 빨리 겉이 까져버려서 좀 그랬네요
2,상품평이 좋아서 샀는데 품질은 가격 만 큼이네요 허리를 지지하는 곳이 플라스틱이다 보니 좌우로 흐느적거립니다 솔직히 불편하네요
2,어떻게 문자 한 통 없이 택배가 오나요 심지어 아직까지 배송 중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 썩은 아보카도 잘 받았습니다
2,소소 ㅎ 누구나 아는 그 코팅 지입 키다
2,뒤론에 맞는다고 쓰여있는데 안 맞음
2,볼트가라고만 쓰여있어서 텝으로 물건을 해놨는데 전혀 다른 피치 이상으로 나오죠 가 도대체 어디 기준 규격인지
2,진짜 너무하네요ㅜ 욕실매트랑 주방 매트 두 개 구매했는데 털어도 털어도 털이 계속 나와요 그냥 털이 계속 뽑히는 거 같네요ㅜ 마트에서 살걸ᅮ 한번 세탁해서 반품도 못하고 그냥 버리려고요
2,냄비가 너무 얇아서 잘 타는 듯
2,이럴 줄 알았으면 안 샀네요 옷도 얇아서 지금 입지고 못하고 길이 짧아진 것도 분명제가 시킬 땐 없던 거 같은데 이제 보니 그런 내용이 있네요 전 길게닞고싶어서산건데 배송조회 자체도 안돼서 문의했더니 원래 안 된다고ᄏ그럼 미리 공지를 해야지 보풀도 잘 일어나는 재질이고 전 별로네요
2,중국에서 만들어서 그런지 디테일이 많이 떨어집니다 흠집 짝짝이 도색 벗겨짐 휘어짐 등등 싼 맛에 그럭저럭 쓰실 분 사시면 됩니다
2,고구마도 저랑은 안 맞네요 ㅠㅠ 포장은 정말 깔끔해요
2,별로 사실 아이보리 사고 싶었는데 맘에 드는 게 없어서 밝은 쪽 쓰려고 투톤으로 고름 근데 회색 양면 둘 다 원래는 회색이었는데 많이 세탁해서 물 빠진 희끗한 회색 가격 대비 가성비별루 반품 귀찮아서 그냥 쓰다 바꿔야지 어휴
2,오프라인 매장보다 글루가 비싸요
2,한진택배 배송이 너무 느려요
2,맛이 특별히 진 않아요 ㄱ ㅓㅁ은콩함유도 머 검은콩 두유라 말하기 부끄러워 눌 듯
2,핸들이 좀 헐렁거리네요
2,어어어ㅐ닌네에에에ㅔ엥
2,맛이 그다지 아기도 안 좋아해요
2,배송도 별로 색도 다르고
2,급해서 쓰기는 했지만 정말 거지 같네요 왜 엉뚱한 회색을 보냈는지요
2,생각보다는 괜찮은 거 같은데 약간 뻑뻑하네요
2,이건 아님 다 죽어서 오고 생물 샀는데 죽어서 먹기 찝찝해요 어찌 한 마리도 안 살아 있을 수가ᅲᅲ 진짜 후기 보고 샀는데 의심 가네요
2,일주일 사용해봤는데 더 쓰고 볼게요
2,유통기한이 제조일로부터 개월이라는데 제조일은 도대체 어디다 쓰신 건가요
2,생각보다 별로입니다
2,버렸어요 씻어서 살짝 데쳤는데 너무 짭니다
2,너무 줄 이 얇다 상당히 별로 다
2,리뷰에 키로도 가볍다는 것을 봐서 여잔데 힘센 편이라 맘 놓고 주문했다가 너무 무거워서 허리에 크게 멍들었어요 그래도 멍 없어진 담에 다시 하니깐 좀 적응된 거 같긴 한데 또 이거 색깔이 살색에 초록색이라 좀 징그러워요 ㅠ 그리고 엄청 큽니다
2,배송이 상하게 해줌
2,마음에 들어요
2,커케누녀뉴니야루메쟈융
2,핸드폰 메모리용으로 구매했는데 만족해요
2,이름 넣는 분들 많은데 나도 그랬는데 쪽팔려서 못하겠음
2,가격 대비 좀 부족한 게 많은 듯
2,안 좋아요 신생아인데 잘 안 먹으려고 하네요ㅜ너무 조금씩 나와서 빨기 힘든가 봐요 그린 맘쓰다가 바꿔봤는데 실패ㅜ
2,사이즈가 좀 큰 편이고 챙부분 마감 처리와 모자 옆면 마감 처리가 좀 엉성하네요 가격 대비 그저 그렇습니다
2,잘 받았습니다 오오오
2,몇 번째 구매 이런 경우는 없었는데 봉투 안에 물이 새네요 마무리가 제대로 안된 듯
2,사고 얼마 안 있으니 로뵷 변신 제품이
2,마카다미아는 처음 시켜봤는데 다른 곳 상품을 안 먹어봐서 정확히는 모르겠지만 맛이 썩 좋지는 않네요 신선하지가 않아요
2,두 달 썼는데 그냥 타이어가 좀 더 진해질 뿐 반짝반짝한 광은 없네요 관리 잘 된 차 느낌 받으려면 비추입니다ㅠ 다 안 쓰고 다른 거로 넘어갑니다
2,무독성 맞나요 일단 더러운 상태여서 닦아도 흠집이 많고 냄새가 너무너무 심함 개봉해놓고 일 뒀다가 붙이고 나서 방에서 냄새 일 감 하 그리고 효과 없음 잘 생각하고 구매하세요
2,설치하기 조금 힘들었어요 빡빡하고ㅜㅜ
2,재구매 너무 큰 것만 왔어요 금방 썩었어요
2,하나만 살 걸 두 개 동시에 산 거 후회 중 서랍에서 썩고 있어요
2,거지 같음 잔머리 굴리지 말길
2,너무 덕지덕지 발리는 느낌이에요
2,에어프라이어에 구워 먹으려고 샀는데 단맛도 없고 텁텁한 게 맛없네요 여태껏 사 먹은 고구마 중 제일 맛없어요 다신 안 사 먹고 싶네요 어떻게 처리해야 할지ㅜㅜ
2,열어보니 원목들이 부분부분 파손돼있고 조립하고 세워놓으니 흔들흔들 싸게 쓰니까 써요
2,루멘 아래로는 실사 용이 어렵습니다 너무 어두워요 성능 대비 가격이 비싼 느낌입니다
2,핸드폰으로 바로 영상을 확인할 수 있는 제품이 아닙니다 무료 장착이지만 탈거비는 내야 합니다
2,저렴한티가나요ㅠㅜ
2,어릴 때 먹어본 기억이 있어서 한 번 사봤어요 제가 먹어봤던 그 맛이 맞는 건 진 모르겠는데 신선한 건 좋은데 새콤달콤한 맛이 있는 거 같으면서 맹만 같기도 하고 약간 떫은 거 같아요
2,발송 완료로 잡아놓고 늦게 보내네요 취소할까 봐 그런지는 몰라도 기분 나쁘네요 다음엔 안 시킬 거 같아요 여기선
2,좀 구겨져서 왔는데 귀찮아서 그냥 써요
2,오리온 베이지 설치했습니다 색상이 미색이 아니라 엘로우에 가깝습니다
2,제품에 하자는 없으나 기대가 너무 컸나 봐요 별로 맛은 없네요
2,배송 빠름 세 개 중 하나는 새서 양이 적음
2,먼지가 잘 안 붙을 것 같은 재질인데 마감이 별로라 어떻게 끼워도 삐뚤 합니다 싼 맛에 하겠지만 다음엔 구매하지 않을 것 같아요
2,세 번째 액정 자가 수리한 사람입니다 살살 다루기도 하고 영상 보고 따라 할 정도로 총 작업시간 시간가량 걸렸습니다 다른 곳 이상 하나도 없습니다 다만 홈버튼이 전혀 반응하지 않고 있습니다 커넥터의 문제인지 제문제인지 모르겠으나 세 번째 만에 처음 발생한 일입니다
2,긁힌 거 왔어요
2,월 일에 붙였는데 월 일인 오늘 벌써 깨지고 두 번째 붙였네요 핸드폰 떨어 트린 적도 없는데 하하
2,너무 매트해요
2,누가 반품한 물건을 그대로 보내신 것 같아요 택배 상자도 무슨 아이크림 상자에 보내왔고 다른 집 주소로 적힌 송장번호도 그대로 겹쳐 붙여져 왔네요 대충 물건 확인만 했는지 뽁뽁이에 테이프 덕지덕지 붙인 것도 그대로고 정말 기분 나빠요
2,뚱뚱해서 그러지 배가 말려요
2,화이트 색상이 아니에요
2,사이즈 스몰 샀는데 미듐살걸 그랬어요 ㅠㅠ
2,털 빠짐이 심하네요
2,생각보다 거칠고 자극이 있는 거 같아요 피부에
2,사자마자 캠핑지 가서 동봉 되어있는 칠 팩으로 방을 고정하는데 한쪽 팩 고정 밴드가 투두둑 하면서 풀리더군요 황당했습니다 그래서 결국 군데만 고정해 사용했습니다
2,정말 나사 조립 부분이 견고하지 않으나 나무 자체는 꽤 무거움 의자 다리 부분 가시에 다 칠 수 있음
2,세용으로 되어있는데 세 아이 팔에 짧아요
2,수저통밑이 물 빠지는 곳이 없는 형태 생각보다 좁음 몇 개 안 들어감 실용성보단 인테리어
2,알이 너무 작아 아쉽네요
2,칠이 다 벗겨지네요 휴
2,한글 설명서를 첨부해주시면 좋을 거 같네요
2,프리사이즈 절대 아닙니다 반 사이즈 이상 절대 못 신어요
2,맛은 아직 안 봐서 모르겠는데 유통기한이 너무 임박이에요 이제 곧 월인데 월일까지 다 먹어야 합니다 제조한지 개월 된 상품을 보내는 건 너무하신 거 아닌지 맛있으면 재구매할 때 정말 고민되겠어요
2,아직 먹어보지 못했어요 저렴히 샀어요 맛이 기대되네요
2,미세하게 효과가 있는 거 같긴 한데 붙였을 때 생각보다 티가 많이 나고 뗄 때 좀 아파요
2,물 온도가 너무 낮습니다 반 정도 마시다 보면 벌써 미지근한 상태가 되네요 커피는 뜨거운 맛으로 마시는데 전자레인지에 다시 돌려 마실 수도 없고 반품하고 싶은 마음 간절합니다
2,색상이 흰색이었더라면 더 좋을 듯하고 크기는 작은데 연결 부분이 헐겁지 않다면 만족입니다
2,재구매 너무 커서 맛이 그냥 그랬어요 당근은 작은 게 맛난데
2,일회적으로 신게 되는 것 같네요
2,밑위가 사진보다 더 짧아서 정리하고 입으셔야 해요 다리 넣는 구멍이 작고 신축성이 없어서 피 안 통할 듯 임신하면 계속 불어날 텐데 부적합한 것 같아요
2,가격이 저렴한 만큼만 합니다
2,디자인은 이쁘지만 차량용으로는 단점이 많아요 운전하는데 방해요소가 됩니다
2,싸이즌 잘 맞는데 불편 원단은 좋음
2,잘 나오네요 쭉쭉 나올 줄 알았더니
2,좋다는 분들이 많ㅇ던데 제가 써보니 무릎뼈 부분이 조금 불편해요
2,확실히 화면발 실물 퀠리티는 없다 생각하시는 게 좋을듯합니다 그냥 쓰시기엔 나쁘지 않을듯한데 제 생각과는 너무 상반될 뿐이네요 방석은 필수요
2,상태가 안 좋지만 판매자님께서 매실청 담는 데는 문제없다 하여 믿고 일단 담습니다 ㅠㅠ 불안불안하지만요
2,물맛이 가족들이 이상하다 하네요
2,두께가 너무 얇아요 그래도 아이들이 잘 갖고 노네요
2,고기가 질기고 핏물이 너무 많이 빠져서 왔어요 보냉제가 적게 들었네요
2,일주일간 잘 썼는데 자꾸 사진처럼 펜촉이 빠지고 글 쓰는 건 좀 되는데 짧은 터치가 거의 안 먹혀요 그나마 꾹 눌러야 가끔 되는 정도ᅲ 그래서 본 목적인 필기는 거의못하고있어요ㅠㅠㅠ
2,착용감은 편한데 단독으로는 티가 나서 사용하기 그러네요 두꺼운 옷은 모르겠는데 얇은 옷은 티 나요 특히 밝은 색 옷은 자연조명에서는 티 나서 움츠러들게 되네요 여름 옷에 입으려고 샀는데 별로예요
2,불만입니다 귀찮고 포장을 찢어서 반품은 않겠지만 효과는 없네요 반품하고 싶은데 포장박스를 없애서 반품도 못하고
2,일단 배송이 느립니다 사용한 후에 다시 남길게요
2,가격 대비 퀄리티는 좀 떯어지는듯 하네요
2,업체가 마음에 안 드네요 이불 샀는데 사진과 이미지 달라도 너무 달라 속았어요 거기다 반품비까지 내라니요 몇천 원 내면 그만이지만 눈이 있다면 사진과 실제와 비교해보시기를 바랄게요
2,배송이 너무 느리네요 테이블에 키 보스 서랍 만들었네요
2,굉장히 작습니다 전체 크기가 센티 너무 작아요
2,찢어져서 왔어요 냄새도 많이 나고 접착제 또 많이 먹어요
2,잘 안 붙고 양이 낱개 판매 같음 성능 대비 바가지요ㅋ
2,냉장 냉동 보관하라고 적혀있는데 상자에 그냥 왔네요 이게 맞나요 개월 딸 주려고 샀는데 조금 두꺼워서 아기가 먹기에 반씩 길게 잘라 줬어요 아가는 잘 먹네요 워낙 고구마를 좋아해서
2,그냥 그렇다네요
2,접시가 너무 딱딱해요
2,퀸 사이즈랑 같이 샀는데 색이 다르네요 더 푸른빛이 돌고 뒷면도 달라요 ㅠ
2,정말 필요한 명수만 결재하세요 수량 변경하려 했더니 안 된다 하네요 돈이 아까웠어요
2,재구매 이번에로 잘 주문했어요 아직 쳐보지는 않았는데 몇 번 치면 전구가 날아갈 것 같이 허술하긴 해요
2,동치미 무 보다 거의 국물 위주로 오는 듯 박스 안에 아이스팩 있고 총 무게 딱 키 로네요 리터 통어 채운다길래 무 무게만 키로인 줄 착각했네요
2,재질 상태가 영 마음에 안 드네요
2,전체적으로 색상이 너무 어두워서 그릇에 음식을 담아도 맛깔스러워 보이지가 않네요ㅜㅜ
2,배송도 느리고 전면 유리에 난반사도 일어나고 뜨는 부위도 많고 닦으라고 준 천에서는 이물질도 생기고 창문 열면 바람에도 날리고 파시는 분 제대로 된 거 만들어서 파세요
2,저렴히 사서 그런 걸까요 오늘 도착해서 바로 씻고 하나 붙였는데 촉촉함이 덜해요 ㅠㅠ 여태껏 쓰던 아이들은 촉촉하다 못해 척척했는데 그래도 저렴한 맛이 다 씁니다
2,생각보다 사진이 많이 흐리네요
2,배송이 별로임
2,색감이 정말 정말 달라요 다크 한 네이비를 살 각했는데 파랑 빛이 감하게 도는 네이 비리 싼 티가 너무 나네요ㅠㅠ
2,주구 주굴 수분기 있는 종이상자에 신문지 한 장 달랑 깔려 옴 상자를 열자마자 엄청 뚱뚱하고 샛노란 벌레가 헉 벌레도 생으로 먹으란 건가요 무서워서 나머지 옥수수 껍질
2,두 시간을 뚫었는데도 뚫리지 않네요 역시 사람 불러야 할 것 같습니다
2,포장 좀 제대로 해주시지
2,ㅑㅗ퓨ㅡㅏㅎ
2,리뷰 보고 주문했는데 트리트먼트가 린스처럼 묽고 별로였어요
2,마스크는 감사하지만 너무 얇은 케이스에 마감도 아쉬웠습니다
2,파스용은 아니에요 다들 좋다 하셔서 구매했는데 뻐근한 곳에 붙여봤는데 아무런 효과가 없어요 어떻게 다들 좋다 하시는지 영 궁금하네요 이건 파스 용도가 아니에요 파스 용도로 구매하시고자 하시는 분은 구매 안 하시는 게 좋아요
2,온열 지속력은 나쁘지 않은데 역시 향이ㅜㅜ
2,두께감 있는 팬 잡을 때 불편해요
2,그냥 없는 것보단 낫네요
2,안 센다고 하더니 국물이 새더군요
2,칫솔꽂이 세트는 멀쩡히 왔는데 컵 받침은 산산조각 나서 왔네요 다른 건 다 상자에 포장해주셨는데 쟤만 종이에 포장돼서 종이에 포장되면 당연히 깨지는 거 아닌가요 빠른 교환 부탁드립니다
2,금방 데워지고 조음 배에 올리니까 딱 맞네요 찜질용으로잘쓰고있습니다ㄱㄴㄴ슨ㄲㅎㄷㅆㄷㅅㄷㅅㄷㅅㄴㅋㄴ그
2,무른 것도 있었어요새 콤 달콤해요
2,좀 단맛이 강해서 경상도 맛이랑은 좀 먼 듯
2,너무 심한 핑크예요 상품 사진과 정말 달라요 ㅠㅠ
2,거품이 잘 안 나요 샤워 시 중간에 펌프를 네다섯 번 이상 해야 되네요
2,재구매 아직 써보지는 안 않는데 괜찮을 거 같아요
2,가격 값을 하네요 가방끈 연결하는 부품이나 안내도 없고 냄새나고 딱 가격이 싼 이유 그대로 에요
2,다른 건 크게 불만이 없는데 자석이 너무 약해서 잘 떨어져요 반만 붙이거나 하기가 힘들 정도로 약해서 아쉬워요 뒷좌석에는 펼쳐서 쓰면 사진처럼 쓸 수는 있습니다 앞 좌석은 잘 떨어지네요 흠
2,진짜 그저 그래요 쩝
2,사이즈가 생각보다 크네요 상품설명에 있는 사이즈보다는 큰 것 같고 열자마자 고무냄새가 너무 심해서 바로 페브리즈 뿌려서 베란다에 냄새 빼려고 놔뒀네요 아직 설치 전입니다
2,한번 세탁했는데 접착 부분이 떨어졌어요
2,그냥 그런 것 같아요
2,ㅠ 다리털도 못 뽑아요
2,다음에는 유통기한 신경 써서 보내주셨으면 합니다
2,명함의 절단면이 정확하지 않은 게 많이 보여요 골라서 사용해야 할듯해요 아무리 오차가 있다지만 다음에는 절단면 신경 써주세요
2,별로임 배송이 느려 다른 제품으로 구매했음 창고에 던져버림 앞이 배송에도 신경 써주기 바랍니다 수고하세요
2,청사포 봉투가 뜯어지고 새고 정상적이지 않아 난감
2,부가 가격 부분을 명확하게 해주면 좋겠네요
2,그냥 그래요 왔는데 손잡이에 기름이 엄청 묻어 있어서 찝찝했음 성능도 그다지
2,전반적으로 작고 옷 재질이 싼 티가 좀 나는 것 같아요
2,평이 좋아서 구매했는데 저희 강아지는 빨갛게 붓고 세정해도 냄새남아있네요
2,밀웜 택배로 받아보니 폐사 일보 직전입니다 상태가 너무 안 좋아요는 죽은 것 같아요
2,정말 불친절하세요
2,이틀도 안되어 가방에 있던 부착물이 떨어짐 약하게 가방을 만들고 입구도 좁아 불편함
2,만족 따뜻해요 안에 피쓰쪽부셔져서달그닥소리나서 반품 보내려다가 귀찮아서 다 풀고 안에 플라스틱 부서진 조각 빼서 그냥 씀 귀찮아서
2,오토바이용인데 떨림이 인식이
2,저렴 저렴해서 구매했는데 음 한번 사용하니까 코팅이 다 일어나고 쓰지 못하겠네요 ㅠㅠ
2,상품평들에 너무 기대를 했어요
2,젖꼭지 솔은 너무 거품도 안 나고 안 닦이고 젖병 솔은 너무 크고 완전 별로입니다 비싸기만 하고
2,호박씨에서 냄새나요 교환 귀찮아서 그냥 먹어요
2,사이즈인데 좀 타이트해서ㅡ 입고 벗고 불편해요 그렇지만 날씬한 분들은 가슴 모양도 이쁘게 표현될듯해요
2,통이 닫는 부위가 잘 안 맞네요 ㅠㅠ그냥 써요
2,사진과 달리 잎이 너무 휑하더군요
2,거치렁이 사이즈가 안 맞네요 사용을 못 합니다
2,생각보다 복숭아뼈도 아프고 볼도 크게 너 와서 저에게는 조금 별로이네요 그래도 굽이 조금 있어서 가끔 신으려고 반품은 안 했지만 딱 그 가격에 맞는 상품 같습니다
2,배송상태가 별로에 여 냉동인데 다 녹음
2,당일 배송이라고 해서 금요일에 시켰는데 토요일 파티 때 쓰지도 못하고 오늘 받았네요 쓸모가 없어진 ㅠㅠ
2,재단도 배송도 정확한데 볼트를 박아야 하는 나무 끝부분이 반쯤 없어서 결국 그 부분은 버리고 나무 사다가 다시 만들었네요
2,사진으로 보이는 것보다 핏이 별로였습니다 얼굴이 너무 다 가려지고 생각했던 벙거지 모자라기에는 모자챙이 아랫부분보다는 윗부분이 너무 길어서 중절모 느낌이에요
2,너무 얇아서 아쉬웠어요
2,배송 관련해서 업데이트가 정말 너무 느려서 답답했습니다
2,더 심해지는 느낌은 왜일까요ㅜ 성분이 안 맞는 건지ㅜ 일단 더 써봐야겠어요
2,접착력이 너무 약하네요 스스로 잘 떨어지네요ㅡㅡ
2,베트남 현지에서 먹은 베트남 고추는 건고추가 아니라서 그런지 매운맛도 좋고 텁텁한 없어서 한국 산보다 더 맛이 나서 주문하였으나 건고추가 원래 매운맛도 잘 안 나고 맛이 없습니다
2,마감이 깔끔하지 않아요
2,만족해요
2,중국에서 바로 들어오는 제품이라 중간에 품질 테스트 없이 바로 고객에게 발송되니 불량이 많음 불량 교환 또한 또 불량 프로 상태 좋은 제품으로 받기까진 길고 긴 시간의 싸움
2,정말 반품하고픈 제품을 보내주고 어쩔 수 없이 제품을 개봉해서 확정하지만 너무 실망스러운 제품입니다 절대 구매하지 마세요
2,하이그로시 재질에는 자국이 남음
2,빨면 레이스 다 뜯어짐
2,재구매 의사는 없네요
2,실망이에요ᅮ 제대로 검수를하지않은건가요ㅜㅜㅜ 한쪽 소매의 단추가 안잠겨져요ㅜㅜㅜ 튀어나온 쪽의 단추가 있어야 하는데 둘 다 똑같이 되어있네요 아디자인은이쁜데ㅜㅜㅜ 먼가요 이거 수선비가 더 들게 생겼네요ㅡ
2,구매한 제품 개였는데 개만 와서 문의 글에 남겼더니 사진 찍어 보내달라 해서 보냈는데도 제품 안 보내줘서 연락했더니 연락 두절 제대로 확인하고 보내세요 사기당한 기분이네요
2,먼지 대박 진짜 세탁 건조기에 먼지 덩어리가 토하도록 나오고 나른 빨랫감까지 먼지 구덩이 됨 비추
